i,i_config,i_term,f,f_config,f_term,Ei,Ef,Gamma
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",99,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<3/2>),"(7/2,3/2)5",25859.682 c·h/cm,47088.16 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",111,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<5/2>),Ionization Limit,25859.682 c·h/cm,47636.11 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",115,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4D*<3/2>),"(7/2,3/2)4",25859.682 c·h/cm,47673.71 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",116,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<7/2>),"(7/2,7/2)4",25859.682 c·h/cm,47772.94 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",122,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (2D*<3/2>),"(7/2,3/2)5",25859.682 c·h/cm,47911.48 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",123,,Ionization Limit,25859.682 c·h/cm,47939.1 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",124,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<7/2>),"(7/2,7/2)5",25859.682 c·h/cm,48057.77 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",139,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<7/2>),"(7/2,7/2)6",25859.682 c·h/cm,48688.18 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",143,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (2D*<5/2>),"(7/2,5/2)4",25859.682 c·h/cm,48787.71 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",144,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4D*<7/2>),"(7/2,7/2)6",25859.682 c·h/cm,48806.57 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",150,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4D*<5/2>),Ionization Limit,25859.682 c·h/cm,49079.34 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",151,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (2D*<3/2>),Ionization Limit,25859.682 c·h/cm,49103.64 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",156,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4D*<7/2>),Ionization Limit,25859.682 c·h/cm,49260.75 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",157,,Ionization Limit,25859.682 c·h/cm,49282.36 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",163,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4D*<7/2>),Ionization Limit,25859.682 c·h/cm,49638.73 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",208,,Ionization Limit,25859.682 c·h/cm,52540.35 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",209,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4P*<5/2>),"(7/2,5/2)6",25859.682 c·h/cm,52874.79 c·h/cm,0 Mrad/s
